question_id,sample_id,attempt_index,is_correct,trace_length,success_signal,failure_signal,net_signal,top_success_motifs,top_failure_motifs,top_success_steps,top_failure_steps,critical_steps_for_observed_outcome,reasoning_trace
19,15,36,True,30,252.474066,0.000000,252.474066,"analyze|instantiate (count=5, score=25.992, p_success=0.743, p_fail=0.257) || instantiate|compute (count=4, score=18.950, p_success=0.719, p_fail=0.281) || compute|analyze (count=3, score=13.845, p_success=0.708, p_fail=0.292) || analyze|instantiate|compute (count=3, score=11.371, p_success=0.709, p_fail=0.291) || instantiate|check-constraint (count=2, score=7.852, p_success=0.740, p_fail=0.260)",,compute (190.041) || analyze (183.539) || instantiate (179.137) || rewrite (49.411) || substitute (38.414),,compute (190.041) || analyze (183.539) || instantiate (179.137) || rewrite (49.411) || substitute (38.414),instantiate|rewrite|analyze|instantiate|compute|instantiate|backtrack|analyze|instantiate|check-constraint|analyze|instantiate|compute|rewrite|instantiate|analyze|compute|analyze|conclude|instantiate|compute|substitute|compute|analyze|instantiate|compute|analyze|instantiate|check-constraint|compute
19,16,37,True,20,197.287771,0.000000,197.287771,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || substitute|compute|analyze (count=1, score=7.791, p_success=0.933, p_fail=0.067) || rewrite|analyze (count=2, score=7.344, p_success=0.722, p_fail=0.278)",,compute (169.432) || analyze (150.455) || instantiate (80.159) || rewrite (73.958) || substitute (40.545),,compute (169.432) || analyze (150.455) || instantiate (80.159) || rewrite (73.958) || substitute (40.545),compute|instantiate|rewrite|analyze|instantiate|compute|rewrite|instantiate|compute|case-split|analyze|compute|rewrite|analyze|compute|analyze|substitute|compute|analyze|conclude
19,17,39,True,18,120.705831,2.212012,118.493819,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || compute|instantiate (count=3, score=8.016, p_success=0.637, p_fail=0.363) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257)","conclude|compute|analyze (count=1, score=1.943, p_success=0.333, p_fail=0.667) || analyze|compute|instantiate|compute (count=1, score=0.269, p_success=0.476, p_fail=0.524)",compute (108.810) || analyze (85.146) || instantiate (67.571) || rewrite (20.725) || substitute (19.136),compute (2.481) || analyze (2.212) || conclude (1.943) || instantiate (0.269),compute (108.810) || analyze (85.146) || instantiate (67.571) || rewrite (20.725) || substitute (19.136),compute|instantiate|rewrite|analyze|compute|instantiate|compute|analyze|instantiate|compute|instantiate|analyze|compute|conclude|compute|analyze|substitute|compute
1,0,0,True,21,156.041070,1.796028,154.245042,"check-constraint|instantiate (count=2, score=12.637, p_success=0.879, p_fail=0.121) || compute|check-constraint|instantiate (count=2, score=10.604, p_success=1.000, p_fail=0.000) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || check-constraint|instantiate|compute (count=2, score=9.120, p_success=0.875, p_fail=0.125)","check-constraint|compute|check-constraint (count=1, score=1.281, p_success=0.375, p_fail=0.625) || instantiate|analyze|compute|check-constraint (count=1, score=0.515, p_success=0.400, p_fail=0.600)",compute (123.336) || check-constraint (82.786) || analyze (78.669) || instantiate (69.510) || substitute (34.032),check-constraint (3.077) || compute (1.796) || instantiate (0.515) || analyze (0.515),compute (123.336) || check-constraint (82.786) || analyze (78.669) || instantiate (69.510) || substitute (34.032),compare|instantiate|analyze|compute|check-constraint|instantiate|compute|analyze|substitute|compute|analyze|check-constraint|conclude|compare|check-constraint|compute|check-constraint|instantiate|compute|check-constraint|compare
1,1,1,True,16,108.741073,1.280571,107.460502,"check-constraint|instantiate (count=2, score=12.637, p_success=0.879, p_fail=0.121) || substitute|compute|analyze (count=1, score=7.791, p_success=0.933, p_fail=0.067) || analyze|check-constraint (count=1, score=5.170, p_success=0.787, p_fail=0.213) || substitute|compute (count=1, score=4.777, p_success=0.761, p_fail=0.239) || instantiate|compute (count=1, score=4.738, p_success=0.719, p_fail=0.281)","check-constraint|compute|check-constraint (count=1, score=1.281, p_success=0.375, p_fail=0.625)",compute (62.077) || check-constraint (60.548) || analyze (57.889) || substitute (42.074) || instantiate (40.130),check-constraint (2.561) || compute (1.281),compute (62.077) || check-constraint (60.548) || analyze (57.889) || substitute (42.074) || instantiate (40.130),check-constraint|instantiate|analyze|substitute|compute|analyze|check-constraint|conclude|check-constraint|instantiate|compute|substitute|check-constraint|compute|check-constraint|compare
1,2,2,True,12,92.963794,0.000000,92.963794,"check-constraint|instantiate (count=2, score=12.637, p_success=0.879, p_fail=0.121) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228) || analyze|check-constraint (count=1, score=5.170, p_success=0.787, p_fail=0.213) || compute|compare (count=1, score=5.108, p_success=0.810, p_fail=0.190)",,analyze (67.959) || compute (57.530) || check-constraint (50.663) || instantiate (47.175) || conclude (11.775),,analyze (67.959) || compute (57.530) || check-constraint (50.663) || instantiate (47.175) || conclude (11.775),apply-formula|check-constraint|instantiate|analyze|compute|analyze|check-constraint|conclude|check-constraint|instantiate|compute|compare
1,3,3,True,18,169.225211,0.000000,169.225211,"compute|analyze (count=3, score=13.845, p_success=0.708, p_fail=0.292) || check-constraint|compute (count=2, score=9.157, p_success=0.744, p_fail=0.256) || substitute|compute|analyze (count=1, score=7.791, p_success=0.933, p_fail=0.067) || check-constraint|compute|analyze (count=1, score=7.010, p_success=0.950, p_fail=0.050) || check-constraint|instantiate (count=1, score=6.318, p_success=0.879, p_fail=0.121)",,compute (145.599) || analyze (136.833) || check-constraint (77.727) || instantiate (45.675) || substitute (40.545),,compute (145.599) || analyze (136.833) || check-constraint (77.727) || instantiate (45.675) || substitute (40.545),check-constraint|instantiate|analyze|compute|analyze|substitute|compute|analyze|conclude|check-constraint|compute|analyze|check-constraint|compute|instantiate|compute|check-constraint|compare
1,4,4,True,15,143.131810,0.000000,143.131810,"compute|analyze (count=3, score=13.845, p_success=0.708, p_fail=0.292) || analyze|check-constraint (count=2, score=10.341, p_success=0.787, p_fail=0.213) || compute|analyze|check-constraint (count=2, score=9.359, p_success=0.795, p_fail=0.205) || substitute|compute|analyze (count=1, score=7.791, p_success=0.933, p_fail=0.067) || check-constraint|compute|analyze (count=1, score=7.010, p_success=0.950, p_fail=0.050)",,analyze (133.463) || compute (104.634) || check-constraint (75.366) || substitute (37.848) || instantiate (27.225),,analyze (133.463) || compute (104.634) || check-constraint (75.366) || substitute (37.848) || instantiate (27.225),check-constraint|instantiate|analyze|compute|analyze|substitute|compute|analyze|check-constraint|conclude|check-constraint|compute|analyze|check-constraint|compare
1,5,5,True,16,157.274998,0.000000,157.274998,"compute|analyze (count=3, score=13.845, p_success=0.708, p_fail=0.292) || check-constraint|instantiate (count=2, score=12.637, p_success=0.879, p_fail=0.121) || substitute|compute|analyze (count=1, score=7.791, p_success=0.933, p_fail=0.067) || check-constraint|compute|analyze (count=1, score=7.010, p_success=0.950, p_fail=0.050) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253)",,analyze (134.813) || compute (104.500) || check-constraint (81.590) || instantiate (48.114) || substitute (40.545),,analyze (134.813) || compute (104.500) || check-constraint (81.590) || instantiate (48.114) || substitute (40.545),check-constraint|instantiate|analyze|compute|analyze|substitute|compute|analyze|conclude|check-constraint|compute|analyze|check-constraint|instantiate|check-constraint|compare
1,6,6,True,18,159.094020,0.515457,158.578563,"compute|analyze (count=3, score=13.845, p_success=0.708, p_fail=0.292) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || substitute|compute|analyze (count=1, score=7.791, p_success=0.933, p_fail=0.067) || check-constraint|instantiate (count=1, score=6.318, p_success=0.879, p_fail=0.121) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253)","instantiate|compute|analyze|check-constraint (count=1, score=0.515, p_success=0.400, p_fail=0.600)",analyze (144.937) || compute (112.632) || instantiate (71.968) || check-constraint (42.196) || substitute (32.607),instantiate (0.515) || compute (0.515) || analyze (0.515) || check-constraint (0.515),analyze (144.937) || compute (112.632) || instantiate (71.968) || check-constraint (42.196) || substitute (32.607),check-constraint|instantiate|analyze|compute|analyze|instantiate|analyze|substitute|compute|analyze|conclude|check-constraint|compute|instantiate|compute|analyze|check-constraint|compare
1,7,7,False,15,102.344189,0.515457,101.828732,"instantiate|compute (count=3, score=14.213, p_success=0.719, p_fail=0.281) || check-constraint|instantiate (count=2, score=12.637, p_success=0.879, p_fail=0.121) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || check-constraint|instantiate|compute (count=2, score=9.120, p_success=0.875, p_fail=0.125) || instantiate|compute|analyze (count=2, score=6.152, p_success=0.683, p_fail=0.317)","instantiate|compute|analyze|check-constraint (count=1, score=0.515, p_success=0.400, p_fail=0.600)",compute (69.628) || instantiate (66.944) || analyze (52.489) || check-constraint (51.520) || conclude (11.971),instantiate (0.515) || compute (0.515) || analyze (0.515) || check-constraint (0.515),instantiate (0.515) || compute (0.515) || analyze (0.515) || check-constraint (0.515),check-constraint|instantiate|compute|analyze|instantiate|compute|analyze|check-constraint|conclude|compare|check-constraint|instantiate|compute|check-constraint|compare
1,8,8,True,24,201.629901,0.000000,201.629901,"compute|analyze (count=3, score=13.845, p_success=0.708, p_fail=0.292) || check-constraint|instantiate (count=2, score=12.637, p_success=0.879, p_fail=0.121) || analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || analyze|check-constraint (count=2, score=10.341, p_success=0.787, p_fail=0.213) || compute|analyze|check-constraint (count=2, score=9.359, p_success=0.795, p_fail=0.205)",,compute (159.858) || analyze (142.935) || check-constraint (104.037) || instantiate (57.591) || substitute (25.541),,compute (159.858) || analyze (142.935) || check-constraint (104.037) || instantiate (57.591) || substitute (25.541),check-constraint|instantiate|analyze|compute|analyze|check-constraint|compute|substitute|compute|analyze|rewrite|compute|analyze|check-constraint|compare|compute|backtrack|compute|check-constraint|instantiate|check-constraint|analyze|compute|compare
1,9,9,True,21,150.220955,0.000000,150.220955,"analyze|check-constraint (count=2, score=10.341, p_success=0.787, p_fail=0.213) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || check-constraint|compute (count=2, score=9.157, p_success=0.744, p_fail=0.256) || substitute|compute|analyze (count=1, score=7.791, p_success=0.933, p_fail=0.067) || check-constraint|instantiate (count=1, score=6.318, p_success=0.879, p_fail=0.121)",,compute (118.407) || analyze (75.413) || check-constraint (61.242) || instantiate (47.981) || substitute (37.838),,compute (118.407) || analyze (75.413) || check-constraint (61.242) || instantiate (47.981) || substitute (37.838),compare|instantiate|analyze|check-constraint|instantiate|compute|substitute|compute|analyze|rewrite|compute|analyze|check-constraint|conclude|compare|check-constraint|compute|backtrack|check-constraint|compute|compare
17,0,0,True,11,45.697672,1.167915,44.529757,"instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || rewrite|instantiate (count=1, score=4.854, p_success=0.828, p_fail=0.172) || apply-formula|case-split (count=1, score=4.324, p_success=1.000, p_fail=0.000) || compute|apply-formula (count=1, score=4.132, p_success=0.762, p_fail=0.238)","backtrack|instantiate (count=1, score=1.168, p_success=0.364, p_fail=0.636)",analyze (25.701) || instantiate (22.879) || compute (17.872) || apply-formula (11.061) || rewrite (10.093),backtrack (1.168) || instantiate (1.168),analyze (25.701) || instantiate (22.879) || compute (17.872) || apply-formula (11.061) || rewrite (10.093),apply-formula|case-split|compute|apply-formula|rewrite|instantiate|analyze|backtrack|instantiate|analyze|compute
17,1,1,True,16,116.304819,1.829255,114.475564,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=2, score=10.397, p_success=0.743, p_fail=0.257) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || analyze|instantiate|analyze (count=2, score=8.336, p_success=0.750, p_fail=0.250)","rewrite|apply-formula (count=1, score=1.829, p_success=0.308, p_fail=0.692)",analyze (130.458) || compute (68.519) || instantiate (60.173) || case-split (13.758) || rewrite (8.188),rewrite (1.829) || apply-formula (1.829),analyze (130.458) || compute (68.519) || instantiate (60.173) || case-split (13.758) || rewrite (8.188),apply-formula|case-split|analyze|instantiate|analyze|compute|analyze|instantiate|analyze|compute|rewrite|apply-formula|backtrack|compute|analyze|conclude
17,2,2,True,15,88.755238,0.606006,88.149232,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || conclude|analyze (count=1, score=5.885, p_success=0.857, p_fail=0.143) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257)","analyze|apply-formula (count=1, score=0.606, p_success=0.455, p_fail=0.545)",compute (81.581) || analyze (77.333) || instantiate (36.336) || conclude (25.634) || apply-formula (8.334),analyze (0.606) || apply-formula (0.606),compute (81.581) || analyze (77.333) || instantiate (36.336) || conclude (25.634) || apply-formula (8.334),apply-formula|check-constraint|case-split|apply-formula|instantiate|compute|analyze|apply-formula|compute|conclude|analyze|compute|analyze|instantiate|compute
17,3,3,True,13,101.761329,0.000000,101.761329,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=2, score=10.397, p_success=0.743, p_fail=0.257) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || analyze|instantiate|analyze (count=2, score=8.336, p_success=0.750, p_fail=0.250) || instantiate|analyze|compute (count=2, score=8.117, p_success=0.724, p_fail=0.276)",,analyze (116.669) || compute (60.842) || instantiate (59.476) || case-split (13.758) || apply-formula (8.456),,analyze (116.669) || compute (60.842) || instantiate (59.476) || case-split (13.758) || apply-formula (8.456),compute|apply-formula|case-split|analyze|instantiate|analyze|compute|analyze|instantiate|analyze|compute|conclude|compute
17,4,4,True,12,72.794185,1.594918,71.199267,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || conclude|analyze (count=1, score=5.885, p_success=0.857, p_fail=0.143) || analyze|compute|analyze|conclude (count=1, score=5.302, p_success=1.000, p_fail=0.000) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228) || rewrite|analyze|compute (count=1, score=4.854, p_success=0.828, p_fail=0.172)","instantiate|analyze|apply-formula (count=1, score=0.989, p_success=0.400, p_fail=0.600) || analyze|apply-formula (count=1, score=0.606, p_success=0.455, p_fail=0.545)",analyze (85.848) || compute (50.155) || conclude (31.631) || rewrite (11.391) || instantiate (5.061),analyze (1.595) || apply-formula (1.595) || instantiate (0.989),analyze (85.848) || compute (50.155) || conclude (31.631) || rewrite (11.391) || instantiate (5.061),instantiate|analyze|apply-formula|compute|check-constraint|rewrite|analyze|compute|analyze|conclude|analyze|compute
17,5,5,True,9,56.745772,0.000000,56.745772,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || conclude|analyze (count=1, score=5.885, p_success=0.857, p_fail=0.143) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || rewrite|analyze|compute (count=1, score=4.854, p_success=0.828, p_fail=0.172) || conclude|analyze|compute (count=1, score=4.406, p_success=0.826, p_fail=0.174)",,analyze (53.449) || compute (34.701) || apply-formula (20.725) || conclude (11.097) || instantiate (10.961),,analyze (53.449) || compute (34.701) || apply-formula (20.725) || conclude (11.097) || instantiate (10.961),rewrite|analyze|compute|apply-formula|analyze|instantiate|conclude|analyze|compute
17,6,6,True,17,91.409418,1.121463,90.287955,"compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228) || instantiate|compute (count=1, score=4.738, p_success=0.719, p_fail=0.281)","analyze|apply-formula (count=1, score=0.606, p_success=0.455, p_fail=0.545) || analyze|compute|analyze|backtrack (count=1, score=0.515, p_success=0.400, p_fail=0.600)",analyze (78.087) || compute (68.381) || instantiate (27.451) || apply-formula (25.159) || check-constraint (20.881),analyze (1.637) || apply-formula (0.606) || compute (0.515) || backtrack (0.515),analyze (78.087) || compute (68.381) || instantiate (27.451) || apply-formula (25.159) || check-constraint (20.881),compute|apply-formula|analyze|instantiate|compute|analyze|apply-formula|case-split|conclude|compute|check-constraint|analyze|compute|analyze|backtrack|check-constraint|compute
17,7,7,True,10,72.934954,0.000000,72.934954,"conclude|analyze (count=1, score=5.885, p_success=0.857, p_fail=0.143) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || compute|analyze|rewrite (count=1, score=5.302, p_success=1.000, p_fail=0.000) || rewrite|compute (count=1, score=5.140, p_success=0.804, p_fail=0.196) || rewrite|instantiate (count=1, score=4.854, p_success=0.828, p_fail=0.172)",,compute (60.693) || analyze (48.326) || rewrite (31.411) || conclude (24.011) || instantiate (20.495),,compute (60.693) || analyze (48.326) || rewrite (31.411) || conclude (24.011) || instantiate (20.495),apply-formula|rewrite|instantiate|compute|analyze|rewrite|compute|conclude|analyze|compute
17,8,8,False,11,64.186047,6.342868,57.843179,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || conclude|analyze (count=1, score=5.885, p_success=0.857, p_fail=0.143) || instantiate|compute (count=1, score=4.738, p_success=0.719, p_fail=0.281) || conclude|analyze|compute (count=1, score=4.406, p_success=0.826, p_fail=0.174) || compute|apply-formula (count=1, score=4.132, p_success=0.762, p_fail=0.238)","compute|substitute|analyze (count=1, score=3.333, p_success=0.167, p_fail=0.833) || substitute|analyze (count=1, score=2.495, p_success=0.278, p_fail=0.722) || apply-formula|analyze|compute|substitute (count=1, score=0.515, p_success=0.400, p_fail=0.600)",compute (48.927) || analyze (48.712) || apply-formula (27.766) || conclude (18.088) || instantiate (15.610),substitute (6.343) || analyze (6.343) || compute (3.848) || apply-formula (0.515),substitute (6.343) || analyze (6.343) || compute (3.848) || apply-formula (0.515),apply-formula|instantiate|compute|apply-formula|analyze|compute|substitute|analyze|conclude|analyze|compute
17,9,9,True,8,42.928906,0.268956,42.659951,"analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || instantiate|compute (count=1, score=4.738, p_success=0.719, p_fail=0.281) || apply-formula|case-split (count=1, score=4.324, p_success=1.000, p_fail=0.000) || apply-formula|analyze (count=1, score=4.132, p_success=0.762, p_fail=0.238) || compute|apply-formula (count=1, score=4.132, p_success=0.762, p_fail=0.238)","analyze|compute|instantiate|compute (count=1, score=0.269, p_success=0.476, p_fail=0.524)",compute (40.785) || apply-formula (21.417) || instantiate (18.486) || analyze (13.225) || case-split (8.406),compute (0.538) || analyze (0.269) || instantiate (0.269),compute (40.785) || apply-formula (21.417) || instantiate (18.486) || analyze (13.225) || case-split (8.406),apply-formula|analyze|compute|instantiate|compute|apply-formula|case-split|compute
25,0,0,True,18,98.327694,0.000000,98.327694,"compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || check-constraint|compute|analyze (count=1, score=7.010, p_success=0.950, p_fail=0.050) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || check-constraint|compute|analyze|instantiate (count=1, score=5.302, p_success=1.000, p_fail=0.000) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257)",,analyze (76.609) || compute (71.953) || check-constraint (37.825) || instantiate (30.110) || backtrack (14.829),,analyze (76.609) || compute (71.953) || check-constraint (37.825) || instantiate (30.110) || backtrack (14.829),compute|backtrack|analyze|check-constraint|compute|analyze|instantiate|backtrack|compute|instantiate|conclude|instantiate|compute|analyze|substitute|check-constraint|analyze|compute
25,1,1,False,14,109.711709,0.000000,109.711709,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || analyze|compute|analyze (count=2, score=10.365, p_success=0.772, p_fail=0.228) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || conclude|analyze (count=1, score=5.885, p_success=0.857, p_fail=0.143) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257)",,analyze (129.181) || compute (64.664) || instantiate (27.610) || check-constraint (21.129) || conclude (18.331),,,backtrack|analyze|compute|analyze|instantiate|analyze|check-constraint|conclude|analyze|compute|analyze|substitute|check-constraint|compute
25,2,2,True,10,85.093201,0.000000,85.093201,"compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || conclude|analyze (count=1, score=5.885, p_success=0.857, p_fail=0.143) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228)",,analyze (83.908) || compute (74.593) || conclude (30.808) || instantiate (25.274) || substitute (14.173),,analyze (83.908) || compute (74.593) || conclude (30.808) || instantiate (25.274) || substitute (14.173),compute|analyze|instantiate|compute|conclude|analyze|compute|analyze|substitute|apply-formula
25,3,3,True,11,68.352981,0.000000,68.352981,"instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228) || compute|analyze (count=1, score=4.615, p_success=0.708, p_fail=0.292)",,analyze (83.042) || instantiate (33.714) || compute (30.693) || backtrack (9.299) || substitute (8.736),,analyze (83.042) || instantiate (33.714) || compute (30.693) || backtrack (9.299) || substitute (8.736),backtrack|analyze|compute|analyze|instantiate|analyze|conclude|instantiate|analyze|substitute|check-constraint
25,4,4,True,7,44.942568,0.000000,44.942568,"analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || compute|analyze (count=1, score=4.615, p_success=0.708, p_fail=0.292) || instantiate|analyze (count=1, score=4.597, p_success=0.723, p_fail=0.277) || backtrack|analyze (count=1, score=4.186, p_success=0.818, p_fail=0.182)",,analyze (54.602) || instantiate (22.885) || compute (19.974) || backtrack (13.980),,analyze (54.602) || instantiate (22.885) || compute (19.974) || backtrack (13.980),compute|analyze|instantiate|analyze|backtrack|analyze|compute
25,5,5,True,7,33.477220,0.515457,32.961763,"analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || compute|apply-formula (count=1, score=4.132, p_success=0.762, p_fail=0.238) || apply-formula|analyze (count=1, score=4.132, p_success=0.762, p_fail=0.238) || compute|apply-formula|analyze (count=1, score=3.726, p_success=0.800, p_fail=0.200) || backtrack|compute (count=1, score=3.621, p_success=0.769, p_fail=0.231)","apply-formula|analyze|compute|substitute (count=1, score=0.515, p_success=0.400, p_fail=0.600)",compute (33.268) || analyze (18.087) || apply-formula (15.452) || backtrack (8.589) || substitute (3.836),apply-formula (0.515) || analyze (0.515) || compute (0.515) || substitute (0.515),compute (33.268) || analyze (18.087) || apply-formula (15.452) || backtrack (8.589) || substitute (3.836),compute|backtrack|compute|apply-formula|analyze|compute|substitute
25,6,6,True,8,47.575626,0.000000,47.575626,"conclude|analyze (count=1, score=5.885, p_success=0.857, p_fail=0.143) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || compute|analyze (count=1, score=4.615, p_success=0.708, p_fail=0.292) || instantiate|analyze (count=1, score=4.597, p_success=0.723, p_fail=0.277) || analyze|substitute (count=1, score=4.462, p_success=0.780, p_fail=0.220)",,analyze (56.185) || conclude (20.261) || instantiate (16.222) || compute (12.856) || substitute (8.736),,analyze (56.185) || conclude (20.261) || instantiate (16.222) || compute (12.856) || substitute (8.736),compute|analyze|conclude|analyze|instantiate|analyze|substitute|check-constraint
25,7,7,True,12,102.708856,0.000000,102.708856,"analyze|check-constraint (count=2, score=10.341, p_success=0.787, p_fail=0.213) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || instantiate|analyze|check-constraint (count=2, score=6.927, p_success=0.889, p_fail=0.111) || check-constraint|instantiate (count=1, score=6.318, p_success=0.879, p_fail=0.121) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253)",,analyze (107.252) || compute (50.900) || instantiate (50.675) || check-constraint (40.679) || backtrack (17.889),,analyze (107.252) || compute (50.900) || instantiate (50.675) || check-constraint (40.679) || backtrack (17.889),compute|backtrack|analyze|compute|analyze|instantiate|analyze|check-constraint|instantiate|analyze|check-constraint|compute
25,8,8,True,11,85.512386,0.000000,85.512386,"analyze|instantiate (count=2, score=10.397, p_success=0.743, p_fail=0.257) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || analyze|instantiate|analyze (count=2, score=8.336, p_success=0.750, p_fail=0.250) || compute|analyze|instantiate (count=2, score=7.795, p_success=0.703, p_fail=0.297)",,analyze (110.788) || instantiate (57.417) || compute (50.864) || substitute (6.721) || backtrack (3.621),,analyze (110.788) || instantiate (57.417) || compute (50.864) || substitute (6.721) || backtrack (3.621),compute|analyze|instantiate|analyze|compute|analyze|instantiate|analyze|substitute|backtrack|compute
25,9,9,True,14,75.508122,1.167915,74.340207,"compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || instantiate|compute (count=1, score=4.738, p_success=0.719, p_fail=0.281) || analyze|substitute (count=1, score=4.462, p_success=0.780, p_fail=0.220)","conclude|compute|instantiate (count=1, score=1.168, p_success=0.364, p_fail=0.636)",compute (56.085) || analyze (55.825) || instantiate (34.085) || substitute (10.357) || backtrack (9.795),conclude (1.168) || compute (1.168) || instantiate (1.168),compute (56.085) || analyze (55.825) || instantiate (34.085) || substitute (10.357) || backtrack (9.795),compute|analyze|instantiate|compute|analyze|substitute|apply-formula|backtrack|analyze|compute|conclude|compute|instantiate|check-constraint
12,0,0,False,11,56.238131,3.305716,52.932415,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || check-constraint|analyze (count=2, score=6.932, p_success=0.705, p_fail=0.295) || check-constraint|analyze|compute (count=2, score=6.817, p_success=0.721, p_fail=0.279) || instantiate|compute (count=1, score=4.738, p_success=0.719, p_fail=0.281) || instantiate|check-constraint (count=1, score=3.926, p_success=0.740, p_fail=0.260)","compute|backtrack|instantiate (count=1, score=2.138, p_success=0.167, p_fail=0.833) || backtrack|instantiate (count=1, score=1.168, p_success=0.364, p_fail=0.636)",compute (49.793) || analyze (33.832) || check-constraint (32.194) || instantiate (23.088) || backtrack (2.334),backtrack (3.306) || instantiate (3.306) || compute (2.138),backtrack (3.306) || instantiate (3.306) || compute (2.138),compute|instantiate|compute|check-constraint|analyze|compute|backtrack|instantiate|check-constraint|analyze|compute
